CATEGORY,TYPE,NAME,REVISION,DESCRIPTION,NOTES,DESIGNATOR [str],VALUE [str],SYMBOL [str],FOOTPRINT [str],PACKAGE [str],HEIGHT [mm],RESISTANCE [Ω],TOLERANCE [%],DRIFT [ppm/K],TCORNER [°C],TMIN [°C],TMAX [°C],VMAX [V],IMAX [A],PMAX [W],SOLDER_TECHNOLOGY [str],IEC61709 [int],OTHERPROPERTIES [str],CREATED [str],VERIFIED [str],KICAD_VISIBILITY [str],MANUFACTURER,MPN,DATASHEET_LINK,DATASHEET_REVISION,SUBSTANCES,SUPPLIER1_NAME,SUPPLIER1_SKP,SUPPLIER1_STATUS,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_0R0_Jumper_generic,0,generic Resistor 0402 (1005 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,50 V,1 A,-,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_0R0_Jumper_Yageo_RC0402JR-070RL, R_0402_0R0_Jumper_VishayDale_CRCW04020000Z0ED, R_0402_0R0_Jumper_StackpoleElectronicsInc_RMCF0402ZT0R00"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_0R0_Jumper_Yageo_RC0402JR-070RL,0,Resistor 0402 (1005 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,50 V,1 A,-,SMT,,,2025-08-06 BLU,,,Yageo,RC0402JR-070RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-0.0JRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_0R0_Jumper_VishayDale_CRCW04020000Z0ED,0,Resistor 0402 (1005 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,50 V,1 A,-,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW04020000Z0ED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-0.0JCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_0R0_Jumper_StackpoleElectronicsInc_RMCF0402ZT0R00,0,Resistor 0402 (1005 Metric) 0 Ω Jumper ,,R,0 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,0 Ω,Jumper,-,-,-55 °C,155 °C,50 V,1 A,-,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402ZT0R00,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402ZT0R00CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_10R0_F_200ppmK_generic,0,generic Resistor 0402 (1005 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_10R0_F_200ppmK_Yageo_RC0402FR-0710RL, R_0402_10R0_F_200ppmK_VishayDale_CRCW040210R0FKED, R_0402_10R0_F_200ppmK_StackpoleElectronicsInc_RMCF0402FT10R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_10R0_F_200ppmK_Yageo_RC0402FR-0710RL,0,Resistor 0402 (1005 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0710RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-10.0LRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_10R0_F_200ppmK_VishayDale_CRCW040210R0FKED,0,Resistor 0402 (1005 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040210R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-10.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_10R0_F_200ppmK_StackpoleElectronicsInc_RMCF0402FT10R0,0,Resistor 0402 (1005 Metric) 10 Ω 1 % 200 ppm/K,,R,10 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,10 Ω,1 %,200 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT10R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT10R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_11R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_11R0_F_100ppmK_Yageo_RC0402FR-0711RL, R_0402_11R0_F_100ppmK_VishayDale_CRCW040211R0FKED, R_0402_11R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT11R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_11R0_F_100ppmK_Yageo_RC0402FR-0711RL,0,Resistor 0402 (1005 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0711RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG2962CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_11R0_F_100ppmK_VishayDale_CRCW040211R0FKED,0,Resistor 0402 (1005 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040211R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-11.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_11R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT11R0,0,Resistor 0402 (1005 Metric) 11 Ω 1 % 100 ppm/K,,R,11 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,11 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT11R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT11R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_12R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_12R0_F_100ppmK_Yageo_RC0402FR-0712RL, R_0402_12R0_F_100ppmK_VishayDale_CRCW040212R0FKED, R_0402_12R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT12R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_12R0_F_100ppmK_Yageo_RC0402FR-0712RL,0,Resistor 0402 (1005 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0712RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG2968CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_12R0_F_100ppmK_VishayDale_CRCW040212R0FKED,0,Resistor 0402 (1005 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040212R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-12.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_12R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT12R0,0,Resistor 0402 (1005 Metric) 12 Ω 1 % 100 ppm/K,,R,12 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,12 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT12R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT12R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_13R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_13R0_F_100ppmK_Yageo_RC0402FR-0713RL, R_0402_13R0_F_100ppmK_VishayDale_CRCW040213R0FKED, R_0402_13R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT13R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_13R0_F_100ppmK_Yageo_RC0402FR-0713RL,0,Resistor 0402 (1005 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0713RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG2977CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_13R0_F_100ppmK_VishayDale_CRCW040213R0FKED,0,Resistor 0402 (1005 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040213R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-13.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_13R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT13R0,0,Resistor 0402 (1005 Metric) 13 Ω 1 % 100 ppm/K,,R,13 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,13 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT13R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF0402FT13R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_15R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 15 Ω 1 % 100 ppm/K,,R,15 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,15 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_15R0_F_100ppmK_Yageo_RC0402FR-0715RL, R_0402_15R0_F_100ppmK_VishayDale_CRCW040215R0FKED, R_0402_15R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT15R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_15R0_F_100ppmK_Yageo_RC0402FR-0715RL,0,Resistor 0402 (1005 Metric) 15 Ω 1 % 100 ppm/K,,R,15 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,15 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0715RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-15LRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_15R0_F_100ppmK_VishayDale_CRCW040215R0FKED,0,Resistor 0402 (1005 Metric) 15 Ω 1 % 100 ppm/K,,R,15 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,15 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040215R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-15.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_15R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT15R0,0,Resistor 0402 (1005 Metric) 15 Ω 1 % 100 ppm/K,,R,15 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,15 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT15R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT15R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_16R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 16 Ω 1 % 100 ppm/K,,R,16 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,16 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_16R0_F_100ppmK_Yageo_RC0402FR-0716RL, R_0402_16R0_F_100ppmK_VishayDale_CRCW040216R0FKED, R_0402_16R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT16R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_16R0_F_100ppmK_Yageo_RC0402FR-0716RL,0,Resistor 0402 (1005 Metric) 16 Ω 1 % 100 ppm/K,,R,16 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,16 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0716RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3007CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_16R0_F_100ppmK_VishayDale_CRCW040216R0FKED,0,Resistor 0402 (1005 Metric) 16 Ω 1 % 100 ppm/K,,R,16 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,16 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040216R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-16.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_16R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT16R0,0,Resistor 0402 (1005 Metric) 16 Ω 1 % 100 ppm/K,,R,16 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,16 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT16R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF0402FT16R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_18R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 18 Ω 1 % 100 ppm/K,,R,18 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,18 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_18R0_F_100ppmK_Yageo_RC0402FR-0718RL, R_0402_18R0_F_100ppmK_VishayDale_CRCW040218R0FKED, R_0402_18R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT18R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_18R0_F_100ppmK_Yageo_RC0402FR-0718RL,0,Resistor 0402 (1005 Metric) 18 Ω 1 % 100 ppm/K,,R,18 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,18 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0718RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3021CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_18R0_F_100ppmK_VishayDale_CRCW040218R0FKED,0,Resistor 0402 (1005 Metric) 18 Ω 1 % 100 ppm/K,,R,18 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,18 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040218R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-18.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_18R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT18R0,0,Resistor 0402 (1005 Metric) 18 Ω 1 % 100 ppm/K,,R,18 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,18 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT18R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF0402FT18R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_20R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 20 Ω 1 % 100 ppm/K,,R,20 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,20 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_20R0_F_100ppmK_Yageo_RC0402FR-0720RL, R_0402_20R0_F_100ppmK_VishayDale_CRCW040220R0FKED, R_0402_20R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT20R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_20R0_F_100ppmK_Yageo_RC0402FR-0720RL,0,Resistor 0402 (1005 Metric) 20 Ω 1 % 100 ppm/K,,R,20 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,20 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0720RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-20LRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_20R0_F_100ppmK_VishayDale_CRCW040220R0FKED,0,Resistor 0402 (1005 Metric) 20 Ω 1 % 100 ppm/K,,R,20 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,20 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040220R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-20.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_20R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT20R0,0,Resistor 0402 (1005 Metric) 20 Ω 1 % 100 ppm/K,,R,20 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,20 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT20R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,RMCF0402FT20R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_22R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 22 Ω 1 % 100 ppm/K,,R,22 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,22 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_22R0_F_100ppmK_Yageo_RC0402FR-0722RL, R_0402_22R0_F_100ppmK_VishayDale_CRCW040222R0FKED, R_0402_22R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT22R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_22R0_F_100ppmK_Yageo_RC0402FR-0722RL,0,Resistor 0402 (1005 Metric) 22 Ω 1 % 100 ppm/K,,R,22 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,22 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0722RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,311-22.0LRCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_22R0_F_100ppmK_VishayDale_CRCW040222R0FKED,0,Resistor 0402 (1005 Metric) 22 Ω 1 % 100 ppm/K,,R,22 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,22 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040222R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-22.0LCT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_22R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT22R0,0,Resistor 0402 (1005 Metric) 22 Ω 1 % 100 ppm/K,,R,22 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,22 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Stackpole Electronics Inc.,RMCF0402FT22R0,https://www.seielect.com/catalog/sei-rmcf_rmcp.pdf,2025-05-01,RoHS3 2015/863,DIGIKEY,738-RMCF0402FT22R0CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,generic,R_0402_24R0_F_100ppmK_generic,0,generic Resistor 0402 (1005 Metric) 24 Ω 1 % 100 ppm/K,,R,24 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,24 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,"PACKAGE, TOLERANCE",,,,,,,,,"R_0402_24R0_F_100ppmK_Yageo_RC0402FR-0724RL, R_0402_24R0_F_100ppmK_VishayDale_CRCW040224R0FKED, R_0402_24R0_F_100ppmK_StackpoleElectronicsInc_RMCF0402FT24R0"
Passive Component / Resistor / Metal thickfilm,specific,R_0402_24R0_F_100ppmK_Yageo_RC0402FR-0724RL,0,Resistor 0402 (1005 Metric) 24 Ω 1 % 100 ppm/K,,R,24 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,24 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Yageo,RC0402FR-0724RL,https://www.yageo.com/upload/media/product/products/datasheet/rchip/PYu-RC_Group_51_RoHS_L_12.pdf,Version 12 - 2022-08-02,RoHS3 2015/863,DIGIKEY,YAG3073CT-ND,ACTIVE,
Passive Component / Resistor / Metal thickfilm,specific,R_0402_24R0_F_100ppmK_VishayDale_CRCW040224R0FKED,0,Resistor 0402 (1005 Metric) 24 Ω 1 % 100 ppm/K,,R,24 Ω,Device:R,Resistor_SMD:R_0402_1005Metric,0402,0.4 mm,24 Ω,1 %,100 ppm/K,70 °C,-55 °C,155 °C,50 V,-,0.063 W,SMT,,,2025-08-06 BLU,,,Vishay Dale,CRCW040224R0FKED,https://www.vishay.com/docs/20035/dcrcwe3.pdf,2025-06-02,RoHS3 2015/863,DIGIKEY,541-24.0LCT-ND,ACTIVE,
